npi,communityId,from_npi,providername,grouping,classification,specialization,to_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,specialization_cleaned
1003013160,1338,1003013160,WILLIAM GRABENSTEIN,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,33,51,29.255,42.491,Family Medicine
1003050972,1359,1003050972,ROBERT LENTZ,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,190,260,2.1,7.758,Pulmonary Disease
1003063314,1359,1003063314,LYNN HOLLIDAY,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,358,387,29.708,53.033,Family Medicine
1003071333,1355,1003071333,JAYASHREE NATHAN,Allopathic & Osteopathic Physicians,Family Medicine,,1568551455,NASHVILLE GENERAL HOSPITAL,56,175,0.137,1.279,Family Medicine
1003075862,1374,1003075862,AKASHIA ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,138,250,28.272,62.354,Family Medicine
1003113200,1336,1003113200,DISHA AWASTHI,Allopathic & Osteopathic Physicians,Internal Medicine,Critical Care Medicine,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,297,443,7.752,28.212,Critical Care Medicine
1003113200,1336,1003113200,DISHA AWASTHI,Allopathic & Osteopathic Physicians,Internal Medicine,Critical Care Medicine,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,54,62,37.887,53.707,Critical Care Medicine
1003198359,1374,1003198359,PETER MEADOWS,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,345,359,0.017,0.317,Internal Medicine
1003801788,1340,1003801788,JOHN ANDERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",342,692,4.698,20.879,Internal Medicine
1003801788,1340,1003801788,JOHN ANDERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,38,61,44.984,49.696,Internal Medicine
1003813874,1374,1003813874,KEITH WEBB,Allopathic & Osteopathic Physicians,Internal Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",442,815,5.293,25.236,Internal Medicine
1003813874,1374,1003813874,KEITH WEBB,Allopathic & Osteopathic Physicians,Internal Medicine,,1710368220,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",119,234,2.88,18.189,Internal Medicine
1003813874,1374,1003813874,KEITH WEBB,Allopathic & Osteopathic Physicians,Internal Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",384,835,2.339,16.804,Internal Medicine
1003813874,1374,1003813874,KEITH WEBB,Allopathic & Osteopathic Physicians,Internal Medicine,,1912388422,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",73,173,3.04,19.876,Internal Medicine
1003819277,1353,1003819277,JOHN CAGE,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,83,115,49.513,67.146,Cardiovascular Disease
1003819277,1353,1003819277,JOHN CAGE,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,23,52,29.519,49.279,Cardiovascular Disease
1003819277,1353,1003819277,JOHN CAGE,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,514,673,9.514,33.688,Cardiovascular Disease
1003819277,1353,1003819277,JOHN CAGE,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1669567897,NORTHCREST MEDICAL CENTER,32,52,38.788,62.297,Cardiovascular Disease
1003819277,1353,1003819277,JOHN CAGE,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,76,121,38.628,52.763,Cardiovascular Disease
1003854258,1374,1003854258,KEITH YOUNG,Allopathic & Osteopathic Physicians,Family Medicine,,1447639398,"SAINT THOMAS STONES RIVER HOSPITAL, LLC",113,123,7.016,28.206,Family Medicine
1003860982,1337,1003860982,CHRISTI WITHERSPOON,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",133,212,23.34,39.767,Internal Medicine
1003860982,1337,1003860982,CHRISTI WITHERSPOON,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,60,31.267,36.033,Internal Medicine
1003876236,1332,1003876236,KARL KUHN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",357,672,16.321,40.419,Pulmonary Disease
1003897380,1337,1003897380,ROBERT GASTON,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",393,722,24.035,42.049,Family Medicine
1003897380,1337,1003897380,ROBERT GASTON,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,66,106,38.123,49.166,Family Medicine
1003903139,1359,1003903139,JASON PEREIRA,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,413,1104,1.535,12.127,Internal Medicine
1013092089,1359,1013092089,DAVID ARONOFF,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,64,65,10.308,14.597,Infectious Disease
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",121,151,34.874,53.821,Interventional Cardiology
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,1057,1512,9.465,33.236,Interventional Cardiology
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",197,209,45.148,65.251,Interventional Cardiology
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",57,62,49.21,73.589,Interventional Cardiology
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1669567897,NORTHCREST MEDICAL CENTER,440,633,11.946,33.216,Interventional Cardiology
1013179860,1336,1013179860,GARY YAWN,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,588,809,23.34,52.496,Interventional Cardiology
1013902782,1332,1013902782,ROBERT BISHOP,Allopathic & Osteopathic Physicians,Family Medicine,,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",247,708,3.775,14.196,Family Medicine
1013902782,1332,1013902782,ROBERT BISHOP,Allopathic & Osteopathic Physicians,Family Medicine,,1124065255,"HCA HEALTH SERVICES OF TENNESSEE, INC.",96,100,0.33,2.331,Family Medicine
1013902782,1332,1013902782,ROBERT BISHOP,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",47,59,28.153,33.49,Family Medicine
1013908730,1338,1013908730,JOSEPH PARKER,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1629025648,SAINT THOMAS WEST HOSPITAL,504,765,10.481,39.052,Gastroenterology
1013908730,1338,1013908730,JOSEPH PARKER,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1780778969,SAINT THOMAS WEST HOSPITAL,251,263,20.631,52.228,Gastroenterology
1013908730,1338,1013908730,JOSEPH PARKER,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,79,86,48.36,56.903,Gastroenterology
1013936079,1359,1013936079,JIGAR SHAH,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,76,120,30.233,34.417,Hematology & Oncology
1013957976,1338,1013957976,GARY MCDONALD,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,212,357,24.434,41.236,Internal Medicine
1013957976,1338,1013957976,GARY MCDONALD,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,47,66,43.53,50.718,Internal Medicine
1013958776,1374,1013958776,AHMAD ABU-HALIMAH,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,456,628,40.586,61.295,Cardiovascular Disease
1013958776,1374,1013958776,AHMAD ABU-HALIMAH,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,595,841,23.885,44.106,Cardiovascular Disease
1023000999,1332,1023000999,CLARA WOMACK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",272,782,8.684,23.652,Nephrology
1023000999,1332,1023000999,CLARA WOMACK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,207,249,6.9,26.166,Nephrology
1023000999,1332,1023000999,CLARA WOMACK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",95,150,34.433,49.326,Nephrology
1023000999,1332,1023000999,CLARA WOMACK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,62,77,35.104,46.479,Nephrology
1023000999,1332,1023000999,CLARA WOMACK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,64,108,38.565,43.613,Nephrology
1023009818,1353,1023009818,ROBERT LEDFORD,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,65,91,41.462,53.395,Internal Medicine
1023019429,1374,1023019429,BRYAN CHASTAIN,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,90,111,34.784,51.904,Family Medicine
1023019429,1374,1023019429,BRYAN CHASTAIN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,39,71,23.324,29.0,Family Medicine
1023019429,1374,1023019429,BRYAN CHASTAIN,Allopathic & Osteopathic Physicians,Family Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",366,602,23.658,41.822,Family Medicine
1023019429,1374,1023019429,BRYAN CHASTAIN,Allopathic & Osteopathic Physicians,Family Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",103,129,29.124,57.86,Family Medicine
1023065232,1338,1023065232,TIMOTHY DIBBLE,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,163,245,31.147,45.013,Internal Medicine
1023065232,1338,1023065232,TIMOTHY DIBBLE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,41,60,39.417,57.19,Internal Medicine
1023076882,1374,1023076882,DAVID OURS,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,76,116,34.293,49.735,Family Medicine
1023100435,1359,1023100435,KENNETH WYMAN,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,124,248,0.831,6.91,Medical Oncology
1023103462,1340,1023103462,THOMAS JOHNSTON,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,45,60,49.917,57.383,Advanced Heart Failure and Transplant Cardiology
1023103462,1340,1023103462,THOMAS JOHNSTON,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",1280,2264,4.68,22.656,Advanced Heart Failure and Transplant Cardiology
1023103462,1340,1023103462,THOMAS JOHNSTON,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",96,117,17.103,40.915,Advanced Heart Failure and Transplant Cardiology
1023157195,1374,1023157195,VISHANT SHAH,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,463,962,0.05,1.454,Internal Medicine
1023165909,1359,1023165909,LAURA GOFF,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,247,683,0.568,2.709,Hematology & Oncology
1023205531,1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1629025648,SAINT THOMAS WEST HOSPITAL,271,497,19.485,40.361,Hematology & Oncology
1023205531,1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1780778969,SAINT THOMAS WEST HOSPITAL,59,76,31.5,45.885,Hematology & Oncology
1023205531,1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1669567897,NORTHCREST MEDICAL CENTER,95,218,17.092,32.193,Hematology & Oncology
1023205531,1338,1023205531,GREGG SHEPARD,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,60,83,41.566,47.551,Hematology & Oncology
1023452331,1349,1023452331,MANISHA RAJ,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,433,928,0.001,0.033,Internal Medicine
1033100763,1353,1033100763,LARRY PHARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,60,69,43.754,42.719,Internal Medicine
1033100763,1353,1033100763,LARRY PHARRIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,45,83,48.952,55.397,Internal Medicine
1033168059,1359,1033168059,MARK CHAMBERS,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,186,192,32.073,50.376,Family Medicine
1033187810,1374,1033187810,RICHARD PARRISH,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,324,553,11.557,32.329,Pulmonary Disease
1033187810,1374,1033187810,RICHARD PARRISH,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",34,50,35.26,50.288,Pulmonary Disease
1033206149,1359,1033206149,MICHAEL PORAYKO,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,509,700,2.764,12.096,Gastroenterology
1033246640,1381,1033246640,OUIDA COLLINS,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,424,768,0.0,0.0,Family Medicine
1033278429,1374,1033278429,EVELYN CINTRON,Allopathic & Osteopathic Physicians,Internal Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",30,59,15.576,25.561,Internal Medicine
1033297429,1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1861479545,MAURY REGIONAL HOSPITAL,564,1239,19.562,37.776,Nephrology
1033297429,1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,79,99,4.273,28.007,Nephrology
1033297429,1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,138,306,16.739,36.24,Nephrology
1033297429,1349,1033297429,HANY REZK,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,97,118,30.331,56.805,Nephrology
1033316484,1336,1033316484,JEFFRIE KINDRED,Allopathic & Osteopathic Physicians,Family Medicine,Sports Medicine,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,38,53,30.302,51.268,Sports Medicine
1033343728,1336,1033343728,KIMBERLY COLLINS,Allopathic & Osteopathic Physicians,Family Medicine,Addiction Medicine,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,81,183,0.0,0.0,Addiction Medicine
1033353487,1349,1033353487,JENNIFER FELDHAUS,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,168,288,0.0,0.0,Internal Medicine
1033370986,1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1932170750,SHELBYVILLE HOSPITAL COMPANY LLC,142,250,25.672,41.056,Hematology & Oncology
1033370986,1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,103,170,21.753,42.501,Hematology & Oncology
1033370986,1374,1033370986,NNAMDI EZE,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,69,104,43.154,61.476,Hematology & Oncology
1043205008,1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",96,180,14.306,37.529,General Practice
1043205008,1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,72,130,26.331,38.191,General Practice
1043205008,1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,31,76,26.579,39.746,General Practice
1043205008,1337,1043205008,THOMAS KOWAL,Allopathic & Osteopathic Physicians,General Practice,,1922319037,RIVERVIEW MEDICAL CENTER LLC,31,69,12.101,23.47,General Practice
1043219165,1340,1043219165,ROBERT HERRING,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",46,58,45.552,59.138,Gastroenterology
1043229495,1359,1043229495,THOMAS GOLPER,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,533,1255,3.436,11.829,Nephrology
1043281710,1374,1043281710,JOSEPH SCOTT,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,107,168,39.863,50.11,Internal Medicine
1043281710,1374,1043281710,JOSEPH SCOTT,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,92,151,42.603,53.819,Internal Medicine
1043294747,1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,50,84,17.345,25.432,Internal Medicine
1043294747,1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",36,56,26.125,44.747,Internal Medicine
1043294747,1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,41,52,26.288,40.417,Internal Medicine
1043294747,1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1669567897,NORTHCREST MEDICAL CENTER,134,266,7.643,25.136,Internal Medicine
1043294747,1336,1043294747,FRED NORDQUIST,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,39,87,31.828,49.847,Internal Medicine
1043300288,1338,1043300288,ELISABETH WILLERS,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1629025648,SAINT THOMAS WEST HOSPITAL,448,639,8.28,33.381,Pulmonary Disease
1043351471,1374,1043351471,VLADA MELEKHIN,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,233,484,1.254,6.535,Internal Medicine
1043394166,1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,64,94,17.245,26.85,Hematology & Oncology
1043394166,1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1669567897,NORTHCREST MEDICAL CENTER,36,65,19.277,21.051,Hematology & Oncology
1043394166,1359,1043394166,MADAN JAGASIA,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1473,4173,9.423,11.557,Hematology & Oncology
1043400435,1349,1043400435,ANTHONY HAASE,Allopathic & Osteopathic Physicians,Pediatrics,,1861479545,MAURY REGIONAL HOSPITAL,318,620,0.003,0.08,Pediatrics
1053303248,1337,1053303248,MICHAEL BECKHAM,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",250,405,25.464,37.113,Internal Medicine
1053303248,1337,1053303248,MICHAEL BECKHAM,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,42,72,44.111,48.498,Internal Medicine
1053306175,1374,1053306175,DONALD PATTERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",92,144,28.479,45.516,Internal Medicine
1053306175,1374,1053306175,DONALD PATTERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,82,114,36.053,42.291,Internal Medicine
1053314963,1353,1053314963,KEVIN RANKIN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,59,69,40.623,53.695,Cardiovascular Disease
1053314963,1353,1053314963,KEVIN RANKIN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,584,782,7.868,30.441,Cardiovascular Disease
1053337717,1334,1053337717,SUNIL KAZA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1093769606,HTI MEMORIAL HOSPITAL CORPORATION,71,77,20.857,40.619,Cardiovascular Disease
1053337717,1334,1053337717,SUNIL KAZA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1639123615,HTI MEMORIAL HOSPITAL CORPORATION,98,100,21.57,40.703,Cardiovascular Disease
1053337717,1334,1053337717,SUNIL KAZA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,2048,3082,3.23,18.425,Cardiovascular Disease
1053337717,1334,1053337717,SUNIL KAZA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",69,72,47.833,48.563,Cardiovascular Disease
1053337717,1334,1053337717,SUNIL KAZA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1417086596,HTI MEMORIAL HOSPITAL CORPORATION,56,60,26.733,46.423,Cardiovascular Disease
1053394916,1374,1053394916,DOUGLAS BEATTY,Allopathic & Osteopathic Physicians,Internal Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",43,76,15.053,23.704,Internal Medicine
1053406405,1340,1053406405,ANDREW MCRAE,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",757,1777,5.258,22.562,Advanced Heart Failure and Transplant Cardiology
1053406405,1340,1053406405,ANDREW MCRAE,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",60,74,19.216,41.132,Advanced Heart Failure and Transplant Cardiology
1053408567,1337,1053408567,JEAN LESSLY,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",76,134,15.582,33.267,Internal Medicine
1053425181,1337,1053425181,BRIAN HUGHEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",104,138,31.522,49.49,Internal Medicine
1053425181,1337,1053425181,BRIAN HUGHEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,54,64,45.406,45.059,Internal Medicine
1053425181,1337,1053425181,BRIAN HUGHEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,238,385,19.704,37.556,Internal Medicine
1053425181,1337,1053425181,BRIAN HUGHEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,57,94,39.84,45.837,Internal Medicine
1053453795,1336,1053453795,DONALD EZUTEH,Allopathic & Osteopathic Physicians,Internal Medicine,,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",63,74,49.514,62.904,Internal Medicine
1053453795,1336,1053453795,DONALD EZUTEH,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",129,173,15.116,40.096,Internal Medicine
1053453795,1336,1053453795,DONALD EZUTEH,Allopathic & Osteopathic Physicians,Internal Medicine,,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",72,103,13.602,34.82,Internal Medicine
1053453795,1336,1053453795,DONALD EZUTEH,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,577,1345,0.841,6.243,Internal Medicine
1053468926,1359,1053468926,SHANNON SERIE,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,106,252,17.405,37.455,Medical Oncology
1053468926,1359,1053468926,SHANNON SERIE,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,227,732,0.832,5.712,Medical Oncology
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,55,61,46.623,57.758,Cardiovascular Disease
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",1419,2153,6.467,27.079,Cardiovascular Disease
