npi,communityId,from_npi,providername,grouping,classification,specialization,to_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,specialization_cleaned
1124003561,1374,1124003561,NICHOLAS DIERINGER,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,411,488,11.381,34.143,Internal Medicine
1124003561,1374,1124003561,NICHOLAS DIERINGER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,72,92,45.826,60.926,Internal Medicine
1124007919,1332,1124007919,DARRYL JORDAN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",178,233,0.0,0.0,Pulmonary Disease
1124007984,1336,1124007984,MARSHALL JOHNSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,453,940,0.0,0.0,Internal Medicine
1124007984,1336,1124007984,MARSHALL JOHNSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,84,88,48.295,59.193,Internal Medicine
1124043880,1336,1124043880,GOODLOE CHAFFIN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,37,56,38.071,45.188,Family Medicine
1124043880,1336,1124043880,GOODLOE CHAFFIN,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,171,263,26.487,49.118,Family Medicine
1124061676,1374,1124061676,ELIZABETH BRAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,110,155,37.484,46.503,Internal Medicine
1124061676,1374,1124061676,ELIZABETH BRAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,60,91,45.736,58.205,Internal Medicine
1124067533,1338,1124067533,TIMOTHY MANGRUM,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,129,221,30.172,44.233,Internal Medicine
1124096904,1374,1124096904,RAY JOHNSON,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,385,664,16.292,43.028,Pulmonary Disease
1124097126,1336,1124097126,GUILLERMO LUDI,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,213,388,14.405,32.708,Internal Medicine
1124097126,1336,1124097126,GUILLERMO LUDI,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,96,158,36.582,61.888,Internal Medicine
1124115258,1359,1124115258,SALLAYA CHINRATANALAB,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,201,403,1.025,7.879,Rheumatology
1124146683,1359,1124146683,BRIAN LINDMAN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,130,146,3.233,8.616,Cardiovascular Disease
1124150016,1337,1124150016,SAMUEL CRUTCHER,Allopathic & Osteopathic Physicians,Family Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,292,461,25.829,45.959,Family Medicine
1124150016,1337,1124150016,SAMUEL CRUTCHER,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,72,103,46.272,56.318,Family Medicine
1124175922,1334,1124175922,EDWARD WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,262,431,22.22,47.488,Gastroenterology
1124175922,1334,1124175922,EDWARD WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1780778969,SAINT THOMAS WEST HOSPITAL,45,60,38.683,64.613,Gastroenterology
1124246681,1349,1124246681,JOHN JENSEN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1861479545,MAURY REGIONAL HOSPITAL,922,1913,13.377,30.761,Pulmonary Disease
1124246681,1349,1124246681,JOHN JENSEN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,134,216,30.917,51.465,Pulmonary Disease
1124292081,1359,1124292081,JESSICA CASTILHO,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,78,110,6.836,19.627,Infectious Disease
1134117690,1374,1134117690,KECIA BADEM,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,404,552,0.0,0.0,Internal Medicine
1134154461,1336,1134154461,PAUL PORTER,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,71,124,21.871,41.292,Internal Medicine
1134154461,1336,1134154461,PAUL PORTER,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,59,131,14.656,25.867,Internal Medicine
1134178171,1338,1134178171,CHRISTINA SADLOW,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,365,721,0.291,7.821,Internal Medicine
1134203243,1359,1134203243,REBECCA HUNG,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1861479545,MAURY REGIONAL HOSPITAL,94,225,17.298,43.152,Cardiovascular Disease
1134203243,1359,1134203243,REBECCA HUNG,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,381,688,6.82,23.767,Cardiovascular Disease
1134211543,1359,1134211543,DAVID HAAS,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,65,68,4.618,5.641,Infectious Disease
1134211550,1381,1134211550,AARON MILSTONE,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1861479545,MAURY REGIONAL HOSPITAL,80,112,39.446,51.727,Pulmonary Disease
1134211550,1381,1134211550,AARON MILSTONE,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,687,1349,14.534,36.947,Pulmonary Disease
1134211550,1381,1134211550,AARON MILSTONE,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,357,485,49.276,52.951,Pulmonary Disease
1134247570,1374,1134247570,MITCHELL WILLOUGHBY,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,41,63,28.524,38.736,Family Medicine
1134337983,1381,1134337983,KAVITA KARLEKAR,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,95,149,12.792,34.348,Internal Medicine
1134337983,1381,1134337983,KAVITA KARLEKAR,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,34,52,42.538,49.909,Internal Medicine
1134355647,1349,1134355647,DOMINIC PAPA,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,376,396,0.0,0.0,Internal Medicine
1134410129,1336,1134410129,KEVIN CHILDERS,Allopathic & Osteopathic Physicians,Internal Medicine,,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",53,57,43.123,62.695,Internal Medicine
1134410129,1336,1134410129,KEVIN CHILDERS,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",74,95,36.063,75.558,Internal Medicine
1134410129,1336,1134410129,KEVIN CHILDERS,Allopathic & Osteopathic Physicians,Internal Medicine,,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",66,95,12.611,39.243,Internal Medicine
1134410129,1336,1134410129,KEVIN CHILDERS,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,492,1158,0.144,1.854,Internal Medicine
1134486467,1359,1134486467,KATELYN ATWATER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,149,294,7.014,17.705,Internal Medicine
1144211830,1338,1144211830,RYAN MIRE,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,135,230,27.078,45.159,Internal Medicine
1144211830,1338,1144211830,RYAN MIRE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,38,56,44.643,56.801,Internal Medicine
1144221391,1374,1144221391,HOMER KIRBY,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,34,61,22.967,38.927,Family Medicine
1144221391,1374,1144221391,HOMER KIRBY,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,66,90,34.3,43.892,Family Medicine
1144221391,1374,1144221391,HOMER KIRBY,Allopathic & Osteopathic Physicians,Family Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",321,605,20.945,33.789,Family Medicine
1144221391,1374,1144221391,HOMER KIRBY,Allopathic & Osteopathic Physicians,Family Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",93,132,26.833,42.122,Family Medicine
1144224981,1353,1144224981,HANSON COWAN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1215937982,SELECT SPECIALTY HOSPITAL - NASHVILLE LLC,37,56,2.786,6.55,Pulmonary Disease
1144224981,1353,1144224981,HANSON COWAN,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1780778969,SAINT THOMAS WEST HOSPITAL,393,555,0.883,6.754,Pulmonary Disease
1144259631,1336,1144259631,DEEPTI BULCHANDANI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",40,84,33.0,53.554,"Endocrinology, Diabetes & Metabolism"
1144259631,1336,1144259631,DEEPTI BULCHANDANI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1538114434,HENDERSONVILLE HOSPITAL CORPORATION,77,110,42.291,48.071,"Endocrinology, Diabetes & Metabolism"
1144259631,1336,1144259631,DEEPTI BULCHANDANI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",49,58,37.741,42.173,"Endocrinology, Diabetes & Metabolism"
1144259631,1336,1144259631,DEEPTI BULCHANDANI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,50,66,43.045,41.617,"Endocrinology, Diabetes & Metabolism"
1144259631,1336,1144259631,DEEPTI BULCHANDANI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,183,296,38.061,51.681,"Endocrinology, Diabetes & Metabolism"
1144264458,1381,1144264458,ALEX SLANDZICKI,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,46,74,28.365,50.538,Family Medicine
1144264458,1381,1144264458,ALEX SLANDZICKI,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,190,377,13.939,38.09,Family Medicine
1144264458,1381,1144264458,ALEX SLANDZICKI,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,88,149,38.215,51.22,Family Medicine
1144288747,1337,1144288747,GEORGE ROBERTSON,Allopathic & Osteopathic Physicians,Pediatrics,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",170,230,31.417,53.297,Pediatrics
1144288747,1337,1144288747,GEORGE ROBERTSON,Allopathic & Osteopathic Physicians,Pediatrics,,1629025648,SAINT THOMAS WEST HOSPITAL,70,85,40.224,50.049,Pediatrics
1144288747,1337,1144288747,GEORGE ROBERTSON,Allopathic & Osteopathic Physicians,Pediatrics,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,323,573,24.897,45.506,Pediatrics
1144288747,1337,1144288747,GEORGE ROBERTSON,Allopathic & Osteopathic Physicians,Pediatrics,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,80,121,37.868,47.139,Pediatrics
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",37,63,31.365,32.699,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1861479545,MAURY REGIONAL HOSPITAL,38,62,44.129,40.415,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",45,64,37.797,36.546,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,156,267,37.33,50.726,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",40,50,45.86,48.458,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1629025648,SAINT THOMAS WEST HOSPITAL,64,90,45.644,50.518,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",716,1501,16.098,34.06,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,47,65,42.862,45.571,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,113,173,43.965,38.602,Clinical Cardiac Electrophysiology
1144309121,1340,1144309121,ROBERT JONES,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,101,154,39.494,49.403,Clinical Cardiac Electrophysiology
1144312554,1359,1144312554,JAN DELOZIER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,381,461,1.525,8.995,Internal Medicine
1144312562,1359,1144312562,LISA LANCASTER,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,366,651,1.095,7.647,Pulmonary Disease
1144377011,1359,1144377011,JULIE DAMP,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1861479545,MAURY REGIONAL HOSPITAL,62,71,48.408,61.531,Cardiovascular Disease
1144377011,1359,1144377011,JULIE DAMP,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1598738205,VANDERBILT STALLWORTH REHABILITATION HOSPITAL LP,53,53,31.528,44.248,Cardiovascular Disease
1144377011,1359,1144377011,JULIE DAMP,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,73,100,48.18,66.382,Cardiovascular Disease
1144377011,1359,1144377011,JULIE DAMP,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1700,2007,5.896,19.001,Cardiovascular Disease
1144383738,1334,1144383738,PAUL DAUGHERTY,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,64,100,19.54,30.691,Internal Medicine
1144383738,1334,1144383738,PAUL DAUGHERTY,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,55,81,23.074,32.686,Internal Medicine
1144383738,1334,1144383738,PAUL DAUGHERTY,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,33,58,24.069,29.749,Internal Medicine
1144469826,1359,1144469826,CHAN CHUNG,Allopathic & Osteopathic Physicians,Internal Medicine,Hepatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,196,296,6.429,26.629,Hepatology
1144535634,1359,1144535634,FRANCIS GIOVANNI BALUCAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,158,210,3.195,8.184,Internal Medicine
1144587205,1359,1144587205,TERESA ZOFFUTO,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,166,192,3.151,8.866,Internal Medicine
1144588690,1359,1144588690,ALLISON ADAMS,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,92,111,49.036,63.307,Internal Medicine
1144588690,1359,1144588690,ALLISON ADAMS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,224,380,11.997,31.378,Internal Medicine
1144594573,1338,1144594573,SAYENA SAJADI,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,284,789,1.132,10.834,Nephrology
1144594573,1338,1144594573,SAYENA SAJADI,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,40,54,47.037,51.254,Nephrology
1144664376,1337,1144664376,GURBANS DEOL,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",505,1031,0.0,0.0,Internal Medicine
1144664376,1337,1144664376,GURBANS DEOL,Allopathic & Osteopathic Physicians,Internal Medicine,,1316379738,"HCA HEALTH SERVICES OF TENNESSEE, INC.",68,69,12.609,19.038,Internal Medicine
1144667288,1336,1144667288,JOY IGUOBADIA,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,78,130,25.869,36.72,Family Medicine
1154311413,1359,1154311413,SHAWN GREGORY,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1598738205,VANDERBILT STALLWORTH REHABILITATION HOSPITAL LP,57,58,37.034,45.361,Cardiovascular Disease
1154311413,1359,1154311413,SHAWN GREGORY,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1592,1766,5.878,20.384,Cardiovascular Disease
1154312908,1353,1154312908,JAMES CATO,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,73,88,46.261,53.757,Internal Medicine
1154312908,1353,1154312908,JAMES CATO,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,50,78,34.0,39.183,Internal Medicine
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1215937982,SELECT SPECIALTY HOSPITAL - NASHVILLE LLC,89,1009,0.248,5.995,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,223,401,9.773,25.738,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,75,101,17.327,33.467,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,47,76,33.645,55.239,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",85,123,41.886,55.09,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,160,444,13.856,36.23,Nephrology
1154313708,1353,1154313708,B. DUNN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,51,61,40.279,42.492,Nephrology
1154324325,1336,1154324325,PASCAL DAUPHIN,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1538114434,HENDERSONVILLE HOSPITAL CORPORATION,127,168,44.411,56.337,"Endocrinology, Diabetes & Metabolism"
1154324325,1336,1154324325,PASCAL DAUPHIN,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,56,69,35.797,49.208,"Endocrinology, Diabetes & Metabolism"
1154339737,1359,1154339737,JOHN PEACH,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,42,59,39.644,59.989,Internal Medicine
1154339737,1359,1154339737,JOHN PEACH,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,553,1265,6.802,23.24,Internal Medicine
1154341543,1374,1154341543,SUSAN HARLOW,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,44,54,16.093,22.507,Internal Medicine
1154341543,1374,1154341543,SUSAN HARLOW,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,70,88,33.455,50.274,Internal Medicine
1154341543,1374,1154341543,SUSAN HARLOW,Allopathic & Osteopathic Physicians,Internal Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",325,649,16.622,33.79,Internal Medicine
1154341543,1374,1154341543,SUSAN HARLOW,Allopathic & Osteopathic Physicians,Internal Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",61,82,36.134,58.367,Internal Medicine
1154342046,1374,1154342046,HRISHI KANTH,Allopathic & Osteopathic Physicians,Internal Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",425,963,0.0,0.0,Internal Medicine
1154342046,1374,1154342046,HRISHI KANTH,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",79,85,47.235,56.056,Internal Medicine
1154344836,1349,1154344836,CHARLES BALL,Allopathic & Osteopathic Physicians,Family Medicine,,1861479545,MAURY REGIONAL HOSPITAL,736,1630,20.836,44.152,Family Medicine
1154344836,1349,1154344836,CHARLES BALL,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,99,150,46.987,55.656,Family Medicine
1154359602,1359,1154359602,VANDANA ABRAMSON,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,278,861,2.185,12.035,Medical Oncology
1154366409,1353,1154366409,STEPHEN MAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,38,51,31.804,51.09,Internal Medicine
1154366409,1353,1154366409,STEPHEN MAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,125,171,36.175,52.815,Internal Medicine
1154366409,1353,1154366409,STEPHEN MAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,65,41.831,58.628,Internal Medicine
1154376259,1353,1154376259,CARL WILLIS,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1780778969,SAINT THOMAS WEST HOSPITAL,123,215,25.521,43.703,Hematology & Oncology
1154376259,1353,1154376259,CARL WILLIS,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,56,47.589,47.564,Hematology & Oncology
1154392918,1374,1154392918,ARUNDATI RAMESH,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,125,196,31.311,43.13,Geriatric Medicine
1154392918,1374,1154392918,ARUNDATI RAMESH,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,70,113,43.805,55.993,Geriatric Medicine
1154398105,1349,1154398105,KELLEY JEFFERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,415,959,0.015,0.452,Internal Medicine
1154418267,1359,1154418267,JOHN SCOTT,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,57,15.842,51.788,Internal Medicine
1154420594,1359,1154420594,MARVIN KRONENBERG,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,944,1077,4.992,16.623,Cardiovascular Disease
1154425361,1349,1154425361,INDU BALI,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1861479545,MAURY REGIONAL HOSPITAL,49,144,9.292,18.349,Nephrology
1154491207,1340,1154491207,BURTON SANDERS,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",137,211,24.161,34.244,Family Medicine
1154491207,1340,1154491207,BURTON SANDERS,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,40,52,36.712,41.199,Family Medicine
1154531911,1340,1154531911,KELLY NEWTON,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",46,51,0.078,0.272,Pulmonary Disease
1154534923,1374,1154534923,PETER ROBERTSON,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1629025648,SAINT THOMAS WEST HOSPITAL,84,102,45.794,54.398,Clinical Cardiac Electrophysiology
1154534923,1374,1154534923,PETER ROBERTSON,Allopathic & Osteopathic Physicians,Internal Medicine,Clinical Cardiac Electrophysiology,1780778969,SAINT THOMAS WEST HOSPITAL,70,93,43.054,71.568,Clinical Cardiac Electrophysiology
